Id,Title,Price,User_id,profileName,review/score,review/text,review/time
910,Python Data Science Handbook,12.73,198,User 470,3,comprehensive great clear practical insightful challenging practical comprehensive dense great dense comprehensive challenging dense challenging clear great great great great clear comprehensive dense dense challenging insightful comprehensive,1594072800
911,Designing Data-Intensive Applications,18.86,128,User 174,5,clear challenging challenging challenging practical great great comprehensive comprehensive challenging challenging comprehensive clear dense clear dense great challenging insightful clear clear,1592604000
912,Data Pipelines Pocket Reference,57.31,55,User 373,2,great practical great clear comprehensive practical insightful insightful dense challenging clear clear challenging challenging insightful clear great clear insightful comprehensive great insightful practical dense,1590098400
913,Data Pipelines Pocket Reference,19.89,90,User 140,5,practical clear practical dense comprehensive dense clear insightful clear practical practical clear great challenging challenging practical,1584918000
914,Effective Python,27.17,218,User 210,2,clear comprehensive practical comprehensive insightful practical practical challenging great dense practical practical comprehensive clear dense great comprehensive practical challenging insightful challenging comprehensive clear clear insightful challenging clear insightful insightful,1582758000
915,Introduction to Algorithms,52.84,483,User 49,5,insightful comprehensive great comprehensive comprehensive practical great great insightful comprehensive comprehensive comprehensive clear great insightful,1589493600
916,Clean Code,66.71,43,User 20,5,practical clear challenging comprehensive practical comprehensive comprehensive dense practical great challenging comprehensive dense comprehensive dense clear great great comprehensive insightful challenging challenging insightful great clear,1579906800
917,Introduction to Algorithms,32.84,7,User 107,1,comprehensive challenging challenging practical practical dense challenging challenging clear insightful insightful dense clear dense clear insightful challenging clear insightful comprehensive practical insightful,1598306400
918,Effective Python,13.18,36,User 401,5,comprehensive practical insightful dense insightful challenging clear clear insightful practical challenging dense comprehensive comprehensive challenging dense insightful challenging great comprehensive clear practical practical,1586383200
919,Deep Learning with Python,20.64,210,User 107,4,practical comprehensive comprehensive dense comprehensive clear dense challenging clear dense practical clear insightful comprehensive comprehensive great insightful clear challenging comprehensive clear challenging great,1599256800
920,Designing Data-Intensive Applications,41.37,440,User 215,4,clear clear great challenging comprehensive challenging practical dense insightful insightful,1604962800
921,Building Microservices,54.7,90,User 428,1,comprehensive insightful challenging great dense practical dense challenging comprehensive practical challenging practical challenging practical insightful comprehensive insightful practical,1583535600
922,Deep Learning with Python,21.58,478,User 233,2,great practical challenging comprehensive clear dense challenging dense great comprehensive great challenging clear insightful clear challenging great clear,1589580000
923,Introduction to Algorithms,72.12,436,User 71,5,great clear practical challenging clear comprehensive practical comprehensive dense practical great insightful comprehensive dense dense great practical practical challenging great dense practical challenging challenging,1595628000
